Schema,Field,Original Term,Preferred Target Classes,Preferred Target Domains,Preferred Target Vocabularies,Mapped Term,Concept ID,Concept Code,Term Type,Status,Match Type,Class,Domain,Vocabulary,Manual Map Type,Mapped By,Approved By,Review URL,Notes
Radiation,anatomical_site_irradiated,URETHRA,,,SNOMED,Urethra,4029306,13648007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,UTERUS,,,SNOMED,Uterus,4149192,35039007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,UVULA,,,SNOMED,Uvula,4095284,26140008,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,VAGINA,,,SNOMED,Vagina,4296022,76784001,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,VULVA,,,SNOMED,Vulva,4166066,45292006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,ABDOMEN,,,SNOMED,Abdomen,37303867,818983003,Concept,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,BODY,,,SNOMED,Entire body as a whole,4242541,38266002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,CHEST,,,SNOMED,Chest,4199473,51185008,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,HEAD,,,,Head,4287390,69536005,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LOWER LIMB,,,,Lower limb,4267861,61685007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,NECK,,,SNOMED,Neck,4260843,45048000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,OTHER,,,,Other,9177,74964007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,PELVIS,,,SNOMED,Pelvis,4044034,12921003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,SKIN,,,SNOMED,Skin,4219601,39937001,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,SPINE,,,SNOMED,Spine,4227378,421060004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,UPPER LIMB,,,SNOMED,Upper limb,4200396,53120007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Radiation,radiation_boost,Yes,,,,Yes,4188539,373066001,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Radiation,radiation_boost,No,,,,No,4188540,373067005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Radiation,radiation_boost,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,surgery_reference_database,SNOMED,,,,SNOMED CT,37079429,LA29744-2,Concept,Active,Inexact,Answer,Meas Value,LOINC,,Justin Liu 3,,Review,
Surgery,surgery_reference_database,NCIt,,,,,,,,,No Match,,,,,,,Review,
Surgery,surgery_reference_database,UMLS,,,,,,,,,No Match,,,,,,,Review,
Surgery,surgery_reference_database,CCI,,,,,,,,,No Match,,,,,,,Review,
Surgery,surgery_location,Local recurrence,,,,Recurrent tumour,4097297,25173007,Synonym,Active,Inexact,Disorder,Condition,SNOMED,Manual,Justin Liu,,Review,
Surgery,surgery_location,Metastatic,,,,"Tumour, metastatic",4032806,14799000,Synonym,Active,Inexact,Morph Abnormality,Observation,SNOMED,Manual,Justin Liu,,Review,
Surgery,surgery_location,Primary,,,,"Malignant neoplasm, primary",4312326,86049000,Synonym,Inactive,Inexact,Morph Abnormality,Observation,SNOMED,Manual,Justin Liu,,Review,
Surgery,tumour_focality,Cannot be assessed,,,,Cannot be assessed,607928,1156316003,Synonym,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,tumour_focality,Multifocal,,,,Multifocal,4181140,524008,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,tumour_focality,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,tumour_focality,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,tumour_focality,Unifocal,,,,Unifocal,4126041,261034003,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,residual_tumour_classification,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,residual_tumour_classification,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,residual_tumour_classification,RX,,,,RX,37163891,1222641001,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,residual_tumour_classification,R0,,,,R0,36307687,LA26542-3,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,residual_tumour_classification,R1,,,,R1,36311187,LA26543-1,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,residual_tumour_classification,R2,,,,R2,36308125,LA26544-9,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_involved,Circumferential resection margin,,,,Circumferential resection margin,4245000,396271002,Synonym,Active,Exact,Clinical Finding,Measurement,SNOMED,,Justin Liu,,Review,
Surgery,margin_types_involved,Common bile duct margin,,,SNOMED,Bile duct surgical margin,37151823,1156986004,Concept,Active,Inexact,Morph Abnormality,Observation,SNOMED,Manual,Justin Liu 4,,Review,
Surgery,margin_types_involved,Distal margin,,,,Distal margin,36210387,LA27149-6,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_involved,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,margin_types_involved,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_involved,Proximal margin,,,,Proximal margin,36210244,LA27145-4,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_not_involved,Circumferential resection margin,,,,Circumferential resection margin,4245000,396271002,Synonym,Active,Exact,Clinical Finding,Measurement,SNOMED,,Justin Liu,,Review,
Surgery,margin_types_not_involved,Common bile duct margin,,,SNOMED,Bile duct surgical margin,37151823,1156986004,Concept,Active,Inexact,Morph Abnormality,Observation,SNOMED,Manual,Justin Liu 4,,Review,
Surgery,margin_types_not_involved,Distal margin,,,,Distal margin,36210387,LA27149-6,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_not_involved,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,margin_types_not_involved,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_not_involved,Proximal margin,,,,Proximal margin,36210244,LA27145-4,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_not_assessed,Circumferential resection margin,,,,Circumferential resection margin,4245000,396271002,Synonym,Active,Exact,Clinical Finding,Measurement,SNOMED,,Justin Liu,,Review,
Surgery,margin_types_not_assessed,Common bile duct margin,,,SNOMED,Bile duct surgical margin,37151823,1156986004,Concept,Active,Inexact,Morph Abnormality,Observation,SNOMED,Manual,Justin Liu 4,,Review,
Surgery,margin_types_not_assessed,Distal margin,,,,Distal margin,36210387,LA27149-6,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_not_assessed,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,margin_types_not_assessed,Proximal margin,,,,Proximal margin,36210244,LA27145-4,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,margin_types_not_assessed,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,lymphovascular_invasion,Absent,,,,Absent,4132135,2667000,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,lymphovascular_invasion,Both lymphatic and small vessel and venous (large vessel) invasion,,,SNOMED,Venous (large vessel)/lymphatic (small vessel) tumor invasion finding,4294167,385419004,Concept,Active,Inexact,Clinical Finding,Condition,SNOMED,Manual,Justin Liu 4,,Review,
Surgery,lymphovascular_invasion,Lymphatic and small vessel invasion only,,,SNOMED,Lymphatic (small vessel) tumour invasion finding,4299336,385414009,Synonym,Active,Inexact,Clinical Finding,Condition,SNOMED,Manual,Justin Liu 4,,Review,
Surgery,lymphovascular_invasion,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,lymphovascular_invasion,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,lymphovascular_invasion,Present,,,,Present,4181412,52101004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,lymphovascular_invasion,Venous (large vessel) invasion only,,,SNOMED,Venous (large vessel) invasion by tumor present,4184072,369732007,Concept,Active,Inexact,Clinical Finding,Condition,SNOMED,Manual,Justin Liu 4,,Review,
Surgery,perineural_invasion,Absent,,,,Absent,4132135,2667000,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,perineural_invasion,Cannot be assessed,,,,Cannot be assessed,607928,1156316003,Synonym,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,perineural_invasion,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Surgery,perineural_invasion,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Surgery,perineural_invasion,Present,,,,Present,4181412,52101004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Follow Up,disease_status_at_followup,Complete remission,,,,Complete response,36309727,LA28366-5,Concept,Active,Inexact,Answer,Meas Value,LOINC,Manual,Justin Liu 4,,Review,
Follow Up,disease_status_at_followup,Distant progression,,,,Progressive disease,36308003,LA28370-7,Concept,Active,Inexact,Answer,Meas Value,LOINC,Closest Parent,Justin Liu 4,,Review,
Follow Up,disease_status_at_followup,Loco-regional progression,,,,Progressive disease,36308003,LA28370-7,Concept,Active,Inexact,Answer,Meas Value,LOINC,Closest Parent,Justin Liu 4,,Review,
Follow Up,disease_status_at_followup,No evidence of disease,,,,No Evidence of this Cancer,36310520,LA4566-1,Concept,Active,Inexact,Answer,Meas Value,LOINC,Manual,Justin Liu 4,,Review,
Follow Up,disease_status_at_followup,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Follow Up,disease_status_at_followup,Partial remission,,,,Partial response,36309453,LA28369-9,Concept,Active,Inexact,Answer,Meas Value,LOINC,Manual,Justin Liu,,Review,
Follow Up,disease_status_at_followup,Progression not otherwise specified,,,,Progressive disease,36308003,LA28370-7,Concept,Active,Inexact,Answer,Meas Value,LOINC,Closest Parent,Justin Liu 4,,Review,
Follow Up,disease_status_at_followup,Relapse or recurrence,,,,Disease Recurrence,32529,OMOP4822258,Concept,Inactive,Inexact,Disease Extent,Episode,Episode,Manual,Justin Liu 4,,Review,
Follow Up,disease_status_at_followup,Stable,,,,Stable disease,36309215,LA28371-5,Concept,Active,Inexact,Answer,Meas Value,LOINC,Manual,Justin Liu 4,,Review,
Follow Up,relapse_type,Biochemical progression,,,,Progressive disease,36308003,LA28370-7,Concept,Active,Inexact,Answer,Meas Value,LOINC,Closest Parent,Justin Liu 4,,Review,
Follow Up,relapse_type,Distant recurrence/metastasis,,,,Distant metastasis,1620371,LA32356-0,Concept,Active,Inexact,Answer,Meas Value,LOINC,Closest Parent,Justin Liu 4,,Review,
Follow Up,relapse_type,Local recurrence,,,,Local recurrent tumor,1620958,LA32355-2,Concept,Active,Inexact,Answer,Meas Value,LOINC,Manual,Justin Liu 4,,Review,
Follow Up,relapse_type,Local recurrence and distant metastasis,,,,Primary or recurrent or distant metastasis,1619237,LP428168-1,Concept,Active,Inexact,LOINC Component,Observation,LOINC,Closest Parent,Justin Liu 4,,Review,
Follow Up,relapse_type,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Follow Up,relapse_type,Progression,,,,Progressive disease,36308003,LA28370-7,Concept,Active,Inexact,Answer,Meas Value,LOINC,Manual,Justin Liu 4,,Review,
Follow Up,method_of_progression_status,Imaging (procedure),,,,Imaging (procedure),4180938,363679005,Synonym,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Follow Up,method_of_progression_status,Histopathology test (procedure),,,,Histopathology test (procedure),4098214,252416005,Synonym,Active,Exact,Procedure,Measurement,SNOMED,,Justin Liu,,Review,
Follow Up,method_of_progression_status,Assessment of symptom control (procedure),,,,Assessment of symptom control (procedure),46272623,711015009,Synonym,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Follow Up,method_of_progression_status,Physical examination procedure (procedure),,,,Physical examination procedure (procedure),4240345,5880005,Synonym,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Follow Up,method_of_progression_status,Tumor marker measurement (procedure),,,,Tumor marker measurement (procedure),4353605,250724005,Synonym,Active,Exact,Procedure,Measurement,SNOMED,,Justin Liu,,Review,
Follow Up,method_of_progression_status,Laboratory data interpretation (procedure),,,,Laboratory data interpretation (procedure),4303425,386344002,Synonym,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Biomarker,er_status,Cannot be determined,,,,Cannot be determined,607928,1156316003,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,er_status,Negative,,,,Negative,9189,260385009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,er_status,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,er_status,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Biomarker,er_status,Positive,,,,Positive,9191,10828004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,pr_status,Cannot be determined,,,,Cannot be determined,607928,1156316003,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,pr_status,Negative,,,,Negative,9189,260385009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,pr_status,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,pr_status,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Biomarker,pr_status,Positive,,,,Positive,9191,10828004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ihc_status,Cannot be determined,,,,Cannot be determined,607928,1156316003,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ihc_status,Equivocal,,,,Equivocal,4172976,42425007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ihc_status,Negative,,,,Negative,9189,260385009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ihc_status,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ihc_status,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Biomarker,her2_ihc_status,Positive,,,,Positive,9191,10828004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ish_status,Cannot be determined,,,,Cannot be determined,607928,1156316003,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ish_status,Equivocal,,,,Equivocal,4172976,42425007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ish_status,Negative,,,,Negative,9189,260385009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ish_status,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,her2_ish_status,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Biomarker,her2_ish_status,Positive,,,,Positive,9191,10828004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_ihc_status,Cannot be determined,,,,Cannot be determined,607928,1156316003,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_ihc_status,Negative,,,,Negative,9189,260385009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_ihc_status,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_ihc_status,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Biomarker,hpv_ihc_status,Positive,,,,Positive,9191,10828004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_pcr_status,Cannot be determined,,,,Cannot be determined,607928,1156316003,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_pcr_status,Negative,,,,Negative,9189,260385009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_pcr_status,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_pcr_status,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Biomarker,hpv_pcr_status,Positive,,,,Positive,9191,10828004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Biomarker,hpv_strain,HPV16,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV18,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV31,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV33,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV35,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV39,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV45,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV51,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV52,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV56,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV58,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV59,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV66,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV68,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Biomarker,hpv_strain,HPV73,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Comorbidity,prior_malignancy,Yes,,,,Yes,4188539,373066001,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Comorbidity,prior_malignancy,No,,,,No,4188540,373067005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Comorbidity,prior_malignancy,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Comorbidity,laterality_of_prior_malignancy,Bilateral,,,Cancer Modifier,Bilateral,36770109,OMOP4999787,Concept,Active,Exact,Topography,Measurement,Cancer Modifier,,Justin Liu,,Review,
Comorbidity,laterality_of_prior_malignancy,Left,,,Cancer Modifier,Left,36770232,OMOP4999911,Concept,Active,Exact,Topography,Measurement,Cancer Modifier,,Justin Liu,,Review,
Comorbidity,laterality_of_prior_malignancy,Midline,,,Cancer Modifier,Midline,36769853,OMOP4999531,Concept,Active,Exact,Topography,Measurement,Cancer Modifier,,Justin Liu,,Review,
Comorbidity,laterality_of_prior_malignancy,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Comorbidity,laterality_of_prior_malignancy,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Comorbidity,laterality_of_prior_malignancy,Right,,,Cancer Modifier,Right,36770058,OMOP4999736,Concept,Active,Exact,Topography,Measurement,Cancer Modifier,,Justin Liu,,Review,
Comorbidity,laterality_of_prior_malignancy,"Unilateral, Side not specified",,,,Unilateral,21498518,LA25378-3,Concept,Active,Inexact,Answer,Meas Value,LOINC,Manual,Justin Liu 4,,Review,
Comorbidity,comorbidity_treatment_status,Yes,,,,Yes,4188539,373066001,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Comorbidity,comorbidity_treatment_status,No,,,,No,4188540,373067005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Comorbidity,comorbidity_treatment_status,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Exposure,tobacco_smoking_status,Current reformed smoker for <= 15 years,,,SNOMED,Ex-smoker,4310250,8517006,Concept,Active,Inexact,Clinical Finding,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Exposure,tobacco_smoking_status,Current reformed smoker for > 15 years,,,SNOMED,Ex-smoker,4310250,8517006,Concept,Active,Inexact,Clinical Finding,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Exposure,tobacco_smoking_status,"Current reformed smoker, duration not specified",,,SNOMED,Ex-smoker,4310250,8517006,Concept,Active,Inexact,Clinical Finding,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Exposure,tobacco_smoking_status,Current smoker,,,,Current smoker,4298794,77176002,Synonym,Active,Exact,Clinical Finding,Observation,SNOMED,,Justin Liu,,Review,
Exposure,tobacco_smoking_status,Lifelong non-smoker (<100 cigarettes smoked in lifetime),,,SNOMED,Non-smoker,4222303,8392000,Concept,Active,Inexact,Clinical Finding,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Exposure,tobacco_smoking_status,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Exposure,tobacco_smoking_status,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Exposure,tobacco_type,Chewing Tobacco,,,,Chewing tobacco,4219234,81911001,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Exposure,tobacco_type,Cigar,,,,Cigar,36716476,722497008,Concept,Active,Exact,Physical Object,Observation,SNOMED,,Justin Liu 2,,Review,
Exposure,tobacco_type,Cigarettes,,,,Cigarettes,45877288,LA15332-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Exposure,tobacco_type,Electronic cigarettes,,,SNOMED,Electronic cigarette,36716477,722498003,Concept,Active,Inexact,Physical Object,Observation,SNOMED,Manual,Justin Liu 4,,Review,
Exposure,tobacco_type,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Exposure,tobacco_type,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Exposure,tobacco_type,Pipe,,,,Pipe,45879808,LA16128-3,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Exposure,tobacco_type,Roll-ups,,,SNOMED,,,,,,No Match,,,,,,,Review,
Exposure,tobacco_type,Snuff,,,,Snuff tobacco,4218197,39789004,Concept,Active,Inexact,Substance,Observation,SNOMED,,Justin Liu 2,,Review,
Exposure,tobacco_type,Waterpipe,,,,Waterpipe,36716474,722495000,Synonym,Active,Exact,Physical Object,Observation,SNOMED,,Justin Liu,,Review,
